id,complex_name,count,accession_numbers
2470,BCAR1-ESR1-PIK3R1-SRC complex,2,"['P56945', 'P12931']"
6592,ABI1-ABL1-BCAR1 complex,2,"['P56945', 'Q8IZP0']"
1743,(E.F.G) complex,2,"['P62304', 'P62306']"
6510,ILK-SERCA2A-PLN complex,2,"['Q13418', 'P16615']"
219,CAND1-CUL1-RBX1 complex,2,"['Q13616', 'Q86VP6']"
226,"Ubiquitin E3 ligase (SKP1A, SKP2, CUL1)",2,"['Q13616', 'P63208']"
227,"Ubiquitin E3 ligase (SKP1A, BTRC, CUL1)",2,"['Q13616', 'P63208']"
390,"Ubiquitin E3 ligase (SKP1A, FBXW2, CUL1)",2,"['Q13616', 'P63208']"
729,"Ubiquitin E3 ligase (FBXO31, SKP1A, CUL1, RBX1)",2,"['Q13616', 'P63208']"
1051,"Ubiquitin E3 ligase (SKP1A, SKP2, CUL1, RBX1)",2,"['Q13616', 'P63208']"
1052,"Ubiquitin E3 ligase (FBXW11, SKP1A, CUL1, RBX1)",2,"['Q13616', 'P63208']"
1215,"Ubiquitin E3 ligase (FBXW7, CUL1, SKP1A, RBX1)",2,"['Q13616', 'P63208']"
1260,"Neddylin ligase (FBXO11, SKP1, CUL1, RBX1)",2,"['Q13616', 'P63208']"
2188,"Ubiquitin E3 ligase (CDC34, NEDD8, BTRC, CUL1, SKP1A, RBX1)",2,"['Q13616', 'P63208']"
2189,"Ubiquitin E3 ligase (SMAD3, BTRC, CUL1, SKP1A, RBX1)",2,"['Q13616', 'P63208']"
2191,"Ubiquitin E3 ligase (FBXO18, SKP1A, CUL1, RBX1)",2,"['Q13616', 'P63208']"
2724,"Ubiquitin E3 ligase (NFKBIA, BTRC, CUL1, SKP1A)",2,"['Q13616', 'P63208']"
2725,"Ubiquitin E3 ligase (NFKBIA, FBXW11, CUL1, SKP1A)",2,"['Q13616', 'P63208']"
2772,"Ubiquitin E3 ligase (CRY1, SKP1A, CUL1, FBXL3)",2,"['Q13616', 'P63208']"
2773,"Ubiquitin E3 ligase (CRY2, SKP1A, CUL1, FBXL3)",2,"['Q13616', 'P63208']"
2880,"Ubiquitin E3 ligase (FBXW11, SKP1, CUL1)",2,"['Q13616', 'P63208']"
2881,"Ubiquitin E3 ligase (BTRC, CUL1, RBX1, SKP1)",2,"['Q13616', 'P63208']"
3036,"Ubiquitin E3 ligase (SKP1A, SKP2, CUL1, CKS1B, RBX1)",2,"['Q13616', 'P63208']"
4072,"Ubiquitin E3 ligase (CUL1, RBX1, SKP1)",2,"['Q13616', 'P63208']"
6900,"Ubiquitin E3 ligase (CUL1, FBXO10, SKP1)",2,"['Q13616', 'P63208']"
6901,"Ubiquitin E3 ligase (CUL1, FBXO6, RBX1, SKP1)",2,"['Q13616', 'P63208']"
6902,"Ubiquitin E3 ligase (CUL1, FBXO17, RBX1, SKP1)",2,"['Q13616', 'P63208']"
6903,"Ubiquitin E3 ligase (CUL1, FBXO27, RBX1, SKP1)",2,"['Q13616', 'P63208']"
6904,"Ubiquitin E3 ligase (CUL1, FBXO44, RBX1, SKP1)",2,"['Q13616', 'P63208']"
9327,ACBD5-VAPB complex,2,"['O95292', 'Q5T8D3']"
7122,"TIM23(motor) subcomplex (GRPEL1, GRPEL2, HSPA9), mitochondrial",2,"['P38646', 'Q9HAV7']"
7124,"TIM23(motor) subcomplex (GRPEL1, HSPA9), mitochondrial",2,"['P38646', 'Q9HAV7']"
5495,CIAO1-CIAO2B-MMS19 complex,2,"['O76071', 'Q96T76']"
6896,MMS19 complex,2,"['O76071', 'Q96T76']"
784,SURF complex,2,"['P62495', 'P15170']"
809,ETF1-GSPT1 complex,2,"['P62495', 'P15170']"
8247,EIF2S1-NCK1-PPP1CA-PPP1R15B complex,2,"['P05198', 'P16333']"
5542,CCNB2-CDC2 complex,2,"['P06493', 'O95067']"
5544,CCNB1-CDK1-GADD45A-PCNA complex,2,"['P06493', 'P12004']"
5545,CCNB1-CDK1-GADD45B-PCNA complex,2,"['P06493', 'P12004']"
5546,CCNB1-CDK1-GADD45G-PCNA complex,2,"['P06493', 'P12004']"
7596,tRNA splicing ligase,2,"['Q92499', 'Q8IWT0']"
7373,BRD7-SWI–SNF-SUZ12 complex,2,"['Q15022', 'P51531']"
9238,PARP3-EZH2-HDAC1-SUZ12-YY1 complex,2,"['Q15022', 'P25490']"
7483,ARF1-ARFIP2-ARL1-PKD2 complex,2,"['P84077', 'P40616']"
1827,PML-SMAD2/3-SARA complex,2,"['Q15796', 'P29590']"
2829,RSmad complex,2,"['Q15796', 'Q13485']"
2834,SMAD4-SMAD2-SMAD3 complex,2,"['Q15796', 'Q13485']"
3038,SMAD2-SMAD4-FAST1 complex,2,"['Q15796', 'Q13485']"
3233,"SMAD2-SMAD4-FAST1-TGIF complex, TGF(beta) induced",2,"['Q15796', 'Q13485']"
3234,"SMAD2-SMAD4-FAST1-TGIF-HDAC1 complex, TGF(beta) induced",2,"['Q15796', 'Q13485']"
3739,SKI-SMAD2-SMAD4 heteropentamer,2,"['Q15796', 'Q13485']"
3753,CREBBP-SMAD2-SMAD4 heteropentamer,2,"['Q15796', 'Q13485']"
6646,SMAD2-SMAD4-WWTR1 complex,2,"['Q15796', 'Q13485']"
9196,PARP1-SMAD2 complex,2,"['Q15796', 'P09874']"
10640,DAB2-EFNB2-F2RL2-GNAI1-GNAI3-KDR complex,2,"['P98082', 'P08754']"
1248,Apoptosome,2,"['P99999', 'O14727']"
5816,"Apoptosome, 700 kDa",2,"['P99999', 'O14727']"
223,CAND1-CUL4A-RBX1 complex,2,"['Q86VP6', 'Q13619']"
224,CAND1-CUL4B-RBX1 complex,2,"['Q86VP6', 'Q13620']"
11150,RRM1-RRM2 complex,2,"['P31350', 'P23921']"
8156,RAN-RCC1 complex,2,"['P18754', 'P62826']"
10244,RCC1-TUBB2A complex,2,"['P18754', 'Q13885']"
1162,"Ubiquitin E3 ligase (DDB1, DDB2, CUL4A, CUL4B, RBX1)",2,"['Q13619', 'Q13620']"
6489,CUL4A-DDB1-WDR5 complex,2,"['Q13619', 'P61964']"
6493,CUL4A-DDB1-WDR57 complex,2,"['Q13619', 'Q96DI7']"
7979,WDTC1-DDB1-CUL4-ROC1 E3 ligase complex,2,"['Q13619', 'Q13620']"
9214,PARP1-XPC-DDB ligase complex,2,"['Q13619', 'P09874']"
5165,AP1G1-PACS1-FURIN complex,2,"['Q6VY07', 'O43747']"
6023,Calcineurin,2,"['Q08209', 'P63098']"
5179,TRBP-DNA-PK complex,2,"['Q14980', 'P09874']"
6483,CAPZalpha-CAPZbeta complex,2,"['P47756', 'P52907']"
1551,IPO13-RAN-EIF1AX complex,2,"['P47813', 'P62826']"
6960,BICD2-dynein-dynactin complex,2,"['Q8TD16', 'Q14203']"
2709,LRP1-MMP9-TIMP1 complex,2,"['P01033', 'Q07954']"
8253,DCTN1-OSBPL1A-RAB7A-RILP complex,2,"['Q14203', 'P51149']"
8583,CYLD-DDX58-SDC4 complex,2,"['P31431', 'O95786']"
7865,NCLN-NOMO1-TMEM147 complex,2,"['Q969V3', 'Q15155']"
8315,PPP4C-PPP4R2-PPP4R3A complex,2,"['Q6IN85', 'Q9NY27']"
5423,HSP70-BAG5-PARK2 complex,2,"['Q9UL15', 'P34932']"
1058,"SNX complex (SNX1, SNX6)",2,"['Q9UNH7', 'Q13596']"
706,"SNARE complex (HGS, SNAP25, STX13)",2,"['Q86Y82', 'O14964']"
6848,IRF2BP2-IRF2BP1-IRF2BPL complex,2,"['Q8IU81', 'Q9H1B7']"
7354,ASXL1-HCFC1-OGT complex,2,"['O15294', 'P51610']"
335,p54(nrb)-PSF-matrin3 complex,2,"['P23246', 'Q15233']"
1760,TOP1-PSF-P54 complex,2,"['P23246', 'Q15233']"
7914,NONO-SFPQ complex,2,"['P23246', 'Q15233']"
7915,NONO-NR5A1-SFPQ complex,2,"['P23246', 'Q15233']"
7920,IGFBP3-NONO-SFPQ complex,2,"['P23246', 'Q15233']"
7934,GTF2I-PARP1-SFPQ complex,2,"['P23246', 'P09874']"
9274,AR-NONO-SFPQ complex,2,"['P23246', 'Q15233']"
5975,"Gamma-secretase complex (APH1A, NCSTN, PSENEN, PSEN1, TMP21)",2,"['P49755', 'Q92542']"
160,Condensin II,2,"['Q9NTJ3', 'O95347']"
353,DNA ligase IV-condensin complex,2,"['Q9NTJ3', 'O95347']"
5239,CAP(C)-CAP(E) complex,2,"['Q9NTJ3', 'O95347']"
10539,NUP214-ABL1(fusion kinase)-SMC4 complex,2,"['Q9NTJ3', 'P35658']"
8473,NMNAT1-RRP8-SIRT1 complex,2,"['O43159', 'Q96EB6']"
2528,ERBB2-MEMO-SHC complex,2,"['Q9Y316', 'P29353']"
7005,GRIN3A-PP2A complex,2,"['P63151', 'P30153']"
1400,ASCOM complex,2,"['P68366', 'P07437']"
7313,ESYT1-ESYT2 complex,2,"['A0FGR8', 'Q9BSJ8']"
6783,CLIC5A-EZR-PODXL complex,2,"['O00592', 'P15311']"
8694,IKBKE-MAVS-TBK1 complex,2,"['Q9UHD2', 'Q7Z434']"
9374,ASAP1-SRC complex,2,"['Q9ULH1', 'P12931']"
7113,ABRAXAS2-SHMT1 complex,2,"['P34896', 'Q15018']"
11153,AHCYL1-RRM1-RRM2B  complex,2,"['P23921', 'O43865']"
2589,PPARGC1A-SRSF4-SRSF5-SRSF6 complex,2,"['Q13243', 'Q13247']"
6503,ABI1-EPS8L2-SOS1 complex,2,"['Q9H6S3', 'Q8IZP0']"
9326,ACBD5-VAPA complex,2,"['Q9P0L0', 'Q5T8D3']"
8412,CDC42-FCHSD2-WASL complex,2,"['P60953', 'O00401']"
6304,DDX11-Ctf18-RFC complex,2,"['O75717', 'P12004']"
2183,KAISO-NCOR complex,2,"['P52732', 'Q9BZK7']"
5432,Sororin-cohesin complex,2,"['O60216', 'Q14683']"
6303,DDX11-RAD21-SMC1A-SMC3 complex,2,"['O60216', 'Q14683']"
8099,NIPBL-RAD21-SMC1A complex,2,"['O60216', 'Q14683']"
8097,MMP14-TIMP2 complex,2,"['P16035', 'P50281']"
518,AKAP250-PDE4D-PRKACA complex,2,"['Q02952', 'P17612']"
9037,APBB2-APP complex,2,"['Q92870', 'P05067']"
5755,SUA1-SUMO1-UBA2 complex,2,"['Q9UBT2', 'Q9UBE0']"
5756,SUA1-UBA2 complex,2,"['Q9UBT2', 'Q9UBE0']"
8176,AKAP9-CAMSAP2-PDE4DIPcomplex,2,"['Q08AD1', 'Q99996']"
8457,AREX complex,2,"['O00148', 'P82979']"
8107,F2-SERPINC1-VTN complex,2,"['P00734', 'P04004']"
10267,F2-SERPIND1 complex,2,"['P00734', 'P05546']"
6169,Exocyst EXOC5-EXOC6-EXOC7 subcomplex,2,"['O00471', 'Q9UPT5']"
8671,CSE1L-KPNA3-RAN complex,2,"['O00505', 'P62826']"
825,JBP1-pICln complex,2,"['O14744', 'P54105']"
832,Anti-Sm protein complex,2,"['O14744', 'P54105']"
836,20S methyltransferase core complex,2,"['O14744', 'P54105']"
3063,Brg1-associated complex II,2,"['O14744', 'O14497']"
6263,MPP7-DLG1-LIN7C complex,2,"['Q12959', 'Q9NUP9']"
3104,ITGB1-NRP1 complex,2,"['O14786', 'P05556']"
5646,FARP2-NRP1-PlexinA1 complex,2,"['O14786', 'Q9UIW2']"
5689,SEMA6D-PlexinA1-NRP1 complex,2,"['O14786', 'Q9UIW2']"
5745,PlexinA1-NRP1 complex,2,"['O14786', 'Q9UIW2']"
5746,NRP1-PLXNA1-SEMA3A complex,2,"['O14786', 'Q9UIW2']"
1045,RAN-SNUPN-XPO1 complex,2,"['O14980', 'P62826']"
7881,NMD3-RAN-XPO1 complex,2,"['O14980', 'P62826']"
5829,IKBKG-CHUK complex,2,"['O15111', 'Q9Y6K9']"
1169,"SNARE complex (SNAP23, STX4, VAMP3)",2,"['O00161', 'Q15836']"
8587,"Mitofilin complex, mitochondrial",2,"['Q9Y512', 'Q16891']"
36,AP1 adaptor complex,2,"['O43747', 'Q10567']"
144,Gamma-BAR-AP1 complex,2,"['O43747', 'Q10567']"
624,LSD1-CoREST complex,2,"['O60341', 'Q9UKL0']"
634,XFIM complex,2,"['O60341', 'Q14202']"
648,HDAC1-associated core complex cI,2,"['O60341', 'Q9UKL0']"
2884,"Respiratory chain complex I (early intermediate NDUFAF1 assembly), mitochondrial",2,"['O75251', 'Q16795']"
7626,CSDE1-IGF2BP1-PABPC1 complex,2,"['O75534', 'P11940']"
8174,IKBKG-PIDD1-RIPK1 complex,2,"['Q9Y6K9', 'Q13546']"
8681,IKBKG-MAVS-TRAF2 complex,2,"['Q9Y6K9', 'Q7Z434']"
9417,NR3C1-SVIL complex,2,"['O95425', 'P04150']"
8136,HRG-PLAT-PLG complex,2,"['P00747', 'P00750']"
8137,PLG-THBS1 complex,2,"['P00747', 'P07996']"
8877,PLAT-PLG complex,2,"['P00747', 'P00750']"
8701,KRAS-PPP1CC-SHOC2 complex,2,"['P01116', 'Q9UQ13']"
10970,AGO2-KRAS complex ,2,"['P01116', 'Q9UKV8']"
2826,ITGB3-ITGAV-VTN complex,2,"['P04004', 'P06756']"
1539,GNG2-RACK1-RAF1 complex,2,"['P04049', 'P63244']"
5919,BRAF-RAF1-YWHAZ complex,2,"['P04049', 'P63104']"
5920,KSR1-RAF1-MAP2K1 complex,2,"['P04049', 'Q02750']"
5928,CNK1-SRC-RAF1 complex,2,"['P04049', 'P12931']"
8144,MAP2K1-NEK10-RAF1 complex,2,"['P04049', 'Q02750']"
10579,MAP2K1-RAF1 complex,2,"['P04049', 'Q02750']"
9418,NR3C1-SORBS3 complex,2,"['P04150', 'O60504']"
9432,HDAC3-NCOR2-NR3C1 complex,2,"['P04150', 'Q9Y618']"
9443,NR3C1-TGFB1I1 complex,2,"['P04150', 'O43294']"
9445,NR3C1-YWHAH complex,2,"['P04150', 'Q04917']"
6806,CXCR4-GNAI2-GNB1-IGF1R complex,2,"['P04899', 'P62873']"
10101,"Adenosine A1 receptor-Gi complex, adenosine-bound",2,"['P04899', 'P62873']"
723,MORF4L1-MRFAP1-RB1 complex,2,"['P06400', 'Q9Y605']"
7995,E2F1-HDAC2-PA2G4-RB1 complex,2,"['P06400', 'Q9UQ80']"
11078,PPIA-RB1 complex,2,"['P06400', 'P62937']"
5673,PlexinA1-Nrp2 complex,2,"['Q9UIW2', 'O60462']"
5762,"CRMP-MICAL-PlexinA1 complex, induced by SEMA3A",2,"['Q9UIW2', 'Q8TDZ2']"
2833,SRRM1-SRRM2 cells,2,"['Q9UQ35', 'Q8IYB3']"
58,SMRT complex,2,"['Q9Y618', 'Q9BZK7']"
9706,NCOR2-THRB-TRIP4 complex,2,"['Q9Y618', 'Q15650']"
2456,"MET-CIN85-SH3GL3-CBL complex, HGF stimulated",2,"['P08581', 'Q96B97']"
6037,HSPA8-MAPT-STUB1-UBE2D2 complex,2,"['Q9UNE7', 'P11142']"
7624,BAG1-HSPA8-STUB1 complex,2,"['Q9UNE7', 'P11142']"
10527,BCR-ABL1(fusion kinase)-SHC1 complex,2,"['P11274', 'P29353']"
10545,BCR-ABL1(fusion kinase)-GRB2 complex,2,"['P11274', 'P62993']"
286,PCNA-MSH2-MSH6 complex,2,"['P12004', 'P43246']"
290,MSH2-MLH1-PMS2-PCNA DNA-repair initiation complex,2,"['P12004', 'P43246']"
376,PCNA-MutS-alpha-MutL-alpha-DNA complex,2,"['P12004', 'P43246']"
997,KIN17-PCNA-RPA70 complex,2,"['P12004', 'P27694']"
6737,H2A-H2B-TDIF2-PCNA complex,2,"['P12004', 'Q5QJE6']"
2377,ITGA2b-ITGB3-CD47-SRC complex,2,"['P12931', 'Q08722']"
7248,ABCB1-ANXA2-RACK1-SRC complex,2,"['P12931', 'P63244']"
9147,AR-RACK1-SRC complex,2,"['P12931', 'P63244']"
10647,KDR-MMP14-SRC complex,2,"['P12931', 'P50281']"
10686,FLT4-ITGB1-SRC complex,2,"['P12931', 'P05556']"
3189,FHL2-CREB complex,2,"['P16220', 'Q14192']"
2430,ITGA2-ITGB1-CHAD complex,2,"['P17301', 'P05556']"
2432,ITGA2-ITGB1 complex,2,"['P17301', 'P05556']"
2345,ITGAV-ITGB5-ICAM4 complex,2,"['P18084', 'P06756']"
2347,ITGAV-ITGB5-SPP1 complex,2,"['P18084', 'P06756']"
2350,ITGAV-ITGB5 complex,2,"['P18084', 'P06756']"
5712,ITGB5-PTK2 complex,2,"['P18084', 'Q05397']"
8548,ITGA3-ITGB5 complex,2,"['P18084', 'P26006']"
7291,EIF2B2-EIF2B3-EIF2B4-EIF2B5 complex,2,"['Q9UI10', 'Q9NR50']"
7292,EIF2B1-EIF2B2-EIF2B3-EIF2B4-EIF2B5 complex,2,"['Q9UI10', 'Q9NR50']"
1105,transcription factor IIIC multisubunit complex,2,"['Q9Y5Q8', 'Q8WUA4']"
1113,5S-DNA-TFIIIA-TFIIIC2 subcomplex,2,"['Q9Y5Q8', 'Q8WUA4']"
1114,5S-DNA-TFIIIA-TFIIIC2-TFIIIB subcomplex,2,"['Q9Y5Q8', 'Q8WUA4']"
754,"Exon junction complex (EIF4A3, MLN51, UPF3B, MAGOH, Y14)",2,"['Q9Y5S9', 'Q9BZI7']"
6742,SMG1-UPF2-Y14-MAGOH-UPF3B-EIF4A3 complex,2,"['Q9Y5S9', 'Q9BZI7']"
9052,DNA base excision repair complex,2,"['P18887', 'P09874']"
5223,"Casein kinase II (beta-dimer, alpha'-dimer)",2,"['P19784', 'P67870']"
2564,FYN-LYN-RASA1-YES1 complex,2,"['P20936', 'P07947']"
6782,mitochondrial permeability  transition pore (PTP) complex (PPIF-SPG7-VDAC1),2,"['P21796', 'P30405']"
7529,APP-Abeta42-VDAC1 complex,2,"['P21796', 'P05067']"
7598,CAV1-ESR1-VDAC1 complex,2,"['P21796', 'Q03135']"
8336,CAV1-OCLN-PDCD6IP complex,2,"['Q8WUM4', 'Q03135']"
2129,DNAJB2-HSPA8-PSMA3 complex,2,"['P25788', 'P11142']"
2398,ITGA3-ITGB1-BSG complex,2,"['P26006', 'P05556']"
2406,ITGA3-ITGB1 complex,2,"['P26006', 'P05556']"
6509,pERK-vimentin-KPNA2 complex,2,"['P27361', 'P52292']"
8982,DNA polymerase delta,2,"['P28340', 'P49005']"
8983,"DNA polymerase delta, trimeric form",2,"['P28340', 'P49005']"
5226,LAMTOR2-LAMTOR3-MAPK1 complex,2,"['P28482', 'Q9UHA4']"
936,FACT complex,2,"['Q9Y5B9', 'Q08945']"
2535,CBL-GRB2-LCP2-SHC1 complex,2,"['P29353', 'P62993']"
2895,SHC-GRB2 complex,2,"['P29353', 'P62993']"
7897,IFI16 inflammasome,2,"['P29466', 'Q16666']"
8280,AIM2 PANoptosome complex,2,"['P29466', 'Q13546']"
1131,RFC2-RIalpha complex,2,"['P30153', 'P35250']"
1132,RFC2-RIalpha complex,2,"['P30153', 'P35249']"
3067,"RNA polymerase II complex, (CDK8 complex), chromatin structure modifying",2,"['P35269', 'Q13503']"
5363,"Actin-ribonucleoprotein complex (GTF2F1, HNRNPU, POLR2A)",2,"['P35269', 'P24928']"
2476,CRK-CRKL-PDGFRA-RAPGEF1 complex,2,"['P46108', 'P46109']"
5343,ELMO1-DOCK1-CRKII complex,2,"['P46108', 'Q14185']"
5222,LAMTOR2-LAMTOR3-MAP2K1 complex,2,"['Q9UHA4', 'Q02750']"
2873,P-TEFb-7SKRNA-HEXIM1 complex,2,"['P50750', 'O94992']"
2573,Class C VPS/HOPS complex,2,"['Q9H269', 'Q15075']"
6122,Hook3-Vps16 complex,2,"['Q9H269', 'Q86VS8']"
10044,SCRIB-YES1 complex,2,"['P07947', 'Q14160']"
2812,POLR2B-POLR2C-RPAP1 complex,2,"['P19387', 'P30876']"
5195,PTIP-HMT complex,2,"['P61964', 'Q9C005']"
6461,MLL3 complex,2,"['P61964', 'Q9C005']"
6467,MLL4 complex,2,"['P61964', 'Q9C005']"
6849, ASH2L-DPY30-RBBP5-WDR5 complex,2,"['P61964', 'Q9C005']"
6851,ASH2L-DPY30-KMT2A-RBBP5-WDR5 complex,2,"['P61964', 'Q9C005']"
623,"Small TIM chaperone complex (TIMM9, TIMM10), mitochondrial",2,"['P62072', 'Q9Y5J7']"
8556,"Small TIM chaperone complex (TIMM9, TIMM10, TIMM10B), mitochondrial",2,"['P62072', 'Q9Y5J7']"
7545,BORC complex,2,"['P78537', 'Q969J3']"
2084,NFKB1-NFKB2-REL-RELA-RELB complex,2,"['Q00653', 'P19838']"
2086,NFKB1-NFKB2-RELA-RELB complex,2,"['Q00653', 'P19838']"
5153,CTCF-SET complex,2,"['Q01105', 'P49711']"
6702,CXCR2-SLC9A3R1-PLCB3 complex,2,"['Q01970', 'O14745']"
557,TRP1-G alpha-11-IP3R3-CAV1 signaling complex,2,"['Q03135', 'Q14573']"
1189,DNA double-strand break end-joining complex,2,"['Q13426', 'P49959']"
8205,PAWR-PRKCZ-SQSTM1 complex,2,"['Q13501', 'Q96IZ0']"
230,Mediator complex,2,"['Q13503', 'Q9Y2X0']"
3065,"RNA polymerase II complex, chromatin structure modifying",2,"['Q13503', 'Q969G3']"
7581,ESR1-Mediator complex,2,"['Q13503', 'Q9Y2X0']"
7582,ESR2-Mediator complex,2,"['Q13503', 'Q9Y2X0']"
6347,RIPK1-TNF-TNFRSF1A-TRADD-TRAF2 complex,2,"['Q13546', 'Q15628']"
8286,"TNFR1 signaling complex I, membrane-bound",2,"['Q13546', 'Q15628']"
8288,"Pro-death complex II, cytosolic",2,"['Q13546', 'Q15628']"
8570,FADD-MAVS-RIPK1 complex,2,"['Q13546', 'Q7Z434']"
2397,ITGA7-ITGB1-ITGB1BP3 complex,2,"['Q13683', 'P05556']"
10361,IGF2R-SCARB2 complex,2,"['Q14108', 'P11717']"
10362,GBA1-SCARB2 complex,2,"['Q14108', 'P04062']"
5342,ELMO1-DOCK1-RAC1 complex,2,"['Q14185', 'P63000']"
2717,DDX58-TRIM25 complex,2,"['Q14258', 'O95786']"
7357,TRIM25-G3BP2 complex,2,"['Q14258', 'Q9UN86']"
2112,CDC37-HSP90AA1-HSP90AB1-MAP3K11 complex,2,"['Q16543', 'P07900']"
10003,CDC37-GUCY2C-HSP90AA1 regulatory complex,2,"['Q16543', 'P07900']"
2903,"Respiratory chain complex I (intermediate V/380kD and VI/480kD), mitochondrial",2,"['Q16795', 'O43678']"
8566,"TIM23(sort) complex (ROMO1, TIMM17A, TIMM21, TIMM23, TIMM50), mitochondrial",2,"['P60602', 'Q9BVV7']"
8723,"TIM23(sort) complex (ROMO1, TIMM17B, TIMM21, TIMM23, TIMM50), mitochondrial",2,"['P60602', 'Q9BVV7']"
5606,Emerin-actin-NMI-(alphaII)spectrin complex,2,"['Q13813', 'Q13287']"
8456,ALYREF-DDX39B-SARNP complex,2,"['Q86V81', 'P82979']"
2297,ABI1-WASL complex,2,"['Q8IZP0', 'O00401']"
682,C-CFTR-NHERF-ezrin complex,2,"['P15311', 'O14745']"
6791,NHERF1-NPT2A-EZR complex,2,"['P15311', 'O14745']"
6793,PDZK1-NHERF1-EZR complex,2,"['P15311', 'O14745']"
10260,BRCA2-NPM1-ROCK2 complex,2,"['O75116', 'P06748']"
9019,DNA polymerase epsilon,2,"['Q9NR33', 'Q9NRF9']"
1552,TNPO2-RAN-NXF1 complex,2,"['Q9UBU9', 'P62826']"
8673,CSE1L-KPNA6-RAN complex,2,"['O60684', 'P62826']"
61,Mi2/NuRD complex,2,"['O94776', 'O95983']"
888,MTA2 complex,2,"['O94776', 'O95983']"
1495,PID complex,2,"['O94776', 'O95983']"
93,Anaphase-promoting complex,2,"['Q9UJX4', 'Q13042']"
8007,APC/C complex,2,"['Q9UJX4', 'Q13042']"
8568,MAVS-TRADD complex,2,"['Q15628', 'Q7Z434']"
2413,ITGA6-ITGB1 complex,2,"['P23229', 'P05556']"
2770,ITGA6-ITGB4-CD9 complex,2,"['P23229', 'P21926']"
8255,DNAJB12-DNAJB14-HSPA8-SGTA complex,2,"['O43765', 'P11142']"
107,TFIIH transcription factor complex,2,"['P51948', 'P32780']"
1029,TFIIH transcription factor complex,2,"['P51948', 'P32780']"
7287,SIMPLE-HRS-STAM1 complex,2,"['Q92783', 'O14964']"
6141,CSE1L-KPNA2-RAN complex,2,"['P52292', 'P62826']"
2872,ITGA2b-ITGB3-CD9-GP1b-CD47 complex,2,"['P21926', 'Q08722']"
1192,ESCRT-I complex,2,"['Q99816', 'Q9UK41']"
1863,TSG101-VPS37B-VPS28 complex,2,"['Q99816', 'Q9UK41']"
9058,PARP1-TSG101 complex,2,"['Q99816', 'P09874']"
1520,STAT3-NLK-MAP3K7 complex,2,"['O43318', 'P40763']"
2758,TAK1 complex,2,"['O43318', 'Q9NYJ8']"
7659,ITCH-MAP3K7-NDFIP1 complex,2,"['O43318', 'Q96J02']"
8402,MAP3K7-TAB2 complex,2,"['O43318', 'Q9NYJ8']"
8435,TLR3 signaling complex,2,"['O43318', 'Q9NYJ8']"
11154,MAP3K7-TAB1-TAB2-TNFRSF11A-TRAF6 complex,2,"['O43318', 'Q9NYJ8']"
3045,NFKB1-POU2F1-POU2F2-RELA-YY1 complex,2,"['P25490', 'P19838']"
11079,PPIA-YY1 complex,2,"['P25490', 'P62937']"
787,NuA4/Tip60-HAT complex B,2,"['Q9NPF5', 'Q9Y230']"
799,DMAP1-associated complex,2,"['Q9NPF5', 'Q9Y230']"
2857,NuA4/Tip60 HAT complex,2,"['Q9NPF5', 'Q9Y230']"
8022,SRCAP-containing complex,2,"['Q9NPF5', 'Q9Y230']"
7658,ITCH-MAVS-PCBP2 complex,2,"['Q7Z434', 'Q96J02']"
8550,DDX58-MAP3K14-MAVS complex,2,"['Q7Z434', 'O95786']"
8551,DDX58-MAVS complex,2,"['Q7Z434', 'O95786']"
8588,DDX58-MAVS-STING1 complex,2,"['Q7Z434', 'O95786']"
8682,DDX3X-IKBKE-MAVS-TRAF3 complex,2,"['Q7Z434', 'O00571']"
8693,DDX58-MAVS-TRIM31 complex,2,"['Q7Z434', 'O95786']"
8736,MAVS-TOMM70 complex,2,"['Q7Z434', 'O94826']"
783,ITCH-USP9X complex,2,"['Q96J02', 'Q93008']"
8167,"ZMYND10 complex, cytoplasmic",2,"['Q9Y230', 'P11142']"
3102,DHX9-ADAR-vigilin-DNA-PK-Ku antigen complex,2,"['Q00341', 'P55265']"
247,RalBP1-CCNB1-AP2A-NUMB-EPN1 complex,2,"['O95782', 'Q9Y6I3']"
6195,Stargazin-AP-2-AP-3a complex,2,"['O95782', 'O14617']"
2384,ITGA5-ITGB1-ADAM15 complex,2,"['P08648', 'P05556']"
2385,ITGA5-ITGB4 complex,2,"['P08648', 'P05556']"
2853,ITGA5-ITGB1-CAL4A3 complex,2,"['P08648', 'P05556']"
3112,ITGA5-ITGB1-SPP1 complex,2,"['P08648', 'P05556']"
7943,TM4SF5-ITGA5-EGFR complex,2,"['P08648', 'P00533']"
9975,ITGA5-ITGB1-TACSTD2 complex,2,"['P08648', 'P05556']"
10622,sFLT1-ITGA5-ITGB1 complex,2,"['P08648', 'P05556']"
10715,FLT4-ITGA5-ITGB1 complex,2,"['P08648', 'P05556']"
393,"Succinyl-CoA synthetase, GDP-forming",2,"['P53597', 'Q96I99']"
8474,METTL3-METTL14 complex,2,"['Q9HCE5', 'Q86U44']"
520,KCNQ1 macromolecular complex,2,"['Q99996', 'P17612']"
8175,AKAP9-PDE4D-PRKACA complex,2,"['Q99996', 'P17612']"
3186,GRB2-PTPN11 complex,2,"['Q06124', 'P62993']"
7316,NFKB1-STAT3 complex,2,"['P19838', 'P40763']"
7978,PBAF complex,2,"['P51531', 'Q969G3']"
4158,CALM1-FKBP8-HSP90AA1 complex,2,"['P07900', 'Q14318']"
